nom;x_min;y_min;x_max;y_max;url;fichier_brut;gid
1830_5169_08_IR_CC46.tif;1830000;5169000;1831000;5170000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5169_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5169_08_IR_CC46.tif;19
1830_5170_08_IR_CC46.tif;1830000;5170000;1831000;5171000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5170_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5170_08_IR_CC46.tif;20
1830_5171_08_IR_CC46.tif;1830000;5171000;1831000;5172000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5171_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5171_08_IR_CC46.tif;21
1830_5172_08_IR_CC46.tif;1830000;5172000;1831000;5173000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5172_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5172_08_IR_CC46.tif;22
1830_5173_08_IR_CC46.tif;1830000;5173000;1831000;5174000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5173_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5173_08_IR_CC46.tif;23
1830_5174_08_IR_CC46.tif;1830000;5174000;1831000;5175000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5174_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5174_08_IR_CC46.tif;24
1830_5175_08_IR_CC46.tif;1830000;5175000;1831000;5176000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5175_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5175_08_IR_CC46.tif;25
1830_5176_08_IR_CC46.tif;1830000;5176000;1831000;5177000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5176_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5176_08_IR_CC46.tif;26
1830_5177_08_IR_CC46.tif;1830000;5177000;1831000;5178000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5177_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5177_08_IR_CC46.tif;27
1830_5178_08_IR_CC46.tif;1830000;5178000;1831000;5179000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5178_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5178_08_IR_CC46.tif;28
1830_5179_08_IR_CC46.tif;1830000;5179000;1831000;5180000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5179_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5179_08_IR_CC46.tif;29
1830_5180_08_IR_CC46.tif;1830000;5180000;1831000;5181000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5180_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5180_08_IR_CC46.tif;30
1830_5181_08_IR_CC46.tif;1830000;5181000;1831000;5182000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5181_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5181_08_IR_CC46.tif;31
1830_5182_08_IR_CC46.tif;1830000;5182000;1831000;5183000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5182_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5182_08_IR_CC46.tif;32
1830_5183_08_IR_CC46.tif;1830000;5183000;1831000;5184000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5183_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5183_08_IR_CC46.tif;33
1830_5184_08_IR_CC46.tif;1830000;5184000;1831000;5185000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5184_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5184_08_IR_CC46.tif;34
1830_5185_08_IR_CC46.tif;1830000;5185000;1831000;5186000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5185_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5185_08_IR_CC46.tif;35
1830_5186_08_IR_CC46.tif;1830000;5186000;1831000;5187000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5186_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5186_08_IR_CC46.tif;36
1830_5187_08_IR_CC46.tif;1830000;5187000;1831000;5188000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5187_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5187_08_IR_CC46.tif;37
1830_5188_08_IR_CC46.tif;1830000;5188000;1831000;5189000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5188_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5188_08_IR_CC46.tif;38
1830_5189_08_IR_CC46.tif;1830000;5189000;1831000;5190000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5189_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5189_08_IR_CC46.tif;39
1830_5190_08_IR_CC46.tif;1830000;5190000;1831000;5191000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5190_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5190_08_IR_CC46.tif;40
1830_5191_08_IR_CC46.tif;1830000;5191000;1831000;5192000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5191_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5191_08_IR_CC46.tif;41
1830_5192_08_IR_CC46.tif;1830000;5192000;1831000;5193000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5192_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5192_08_IR_CC46.tif;42
1830_5193_08_IR_CC46.tif;1830000;5193000;1831000;5194000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5193_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5193_08_IR_CC46.tif;43
1830_5194_08_IR_CC46.tif;1830000;5194000;1831000;5195000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5194_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5194_08_IR_CC46.tif;44
1830_5195_08_IR_CC46.tif;1830000;5195000;1831000;5196000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5195_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5195_08_IR_CC46.tif;45
1830_5196_08_IR_CC46.tif;1830000;5196000;1831000;5197000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1830_5196_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1830_5196_08_IR_CC46.tif;46
1831_5151_08_IR_CC46.tif;1831000;5151000;1832000;5152000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5151_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5151_08_IR_CC46.tif;47
1831_5152_08_IR_CC46.tif;1831000;5152000;1832000;5153000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5152_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5152_08_IR_CC46.tif;48
1831_5153_08_IR_CC46.tif;1831000;5153000;1832000;5154000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5153_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5153_08_IR_CC46.tif;49
1831_5154_08_IR_CC46.tif;1831000;5154000;1832000;5155000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5154_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5154_08_IR_CC46.tif;50
1831_5155_08_IR_CC46.tif;1831000;5155000;1832000;5156000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5155_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5155_08_IR_CC46.tif;51
1831_5156_08_IR_CC46.tif;1831000;5156000;1832000;5157000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5156_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5156_08_IR_CC46.tif;52
1831_5157_08_IR_CC46.tif;1831000;5157000;1832000;5158000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5157_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5157_08_IR_CC46.tif;53
1831_5158_08_IR_CC46.tif;1831000;5158000;1832000;5159000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5158_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5158_08_IR_CC46.tif;54
1831_5159_08_IR_CC46.tif;1831000;5159000;1832000;5160000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5159_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5159_08_IR_CC46.tif;55
1831_5160_08_IR_CC46.tif;1831000;5160000;1832000;5161000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5160_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5160_08_IR_CC46.tif;56
1831_5161_08_IR_CC46.tif;1831000;5161000;1832000;5162000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5161_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5161_08_IR_CC46.tif;57
1831_5162_08_IR_CC46.tif;1831000;5162000;1832000;5163000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5162_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5162_08_IR_CC46.tif;58
1831_5163_08_IR_CC46.tif;1831000;5163000;1832000;5164000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5163_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5163_08_IR_CC46.tif;59
1831_5164_08_IR_CC46.tif;1831000;5164000;1832000;5165000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5164_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5164_08_IR_CC46.tif;60
1831_5165_08_IR_CC46.tif;1831000;5165000;1832000;5166000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5165_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5165_08_IR_CC46.tif;61
1831_5166_08_IR_CC46.tif;1831000;5166000;1832000;5167000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5166_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5166_08_IR_CC46.tif;62
1831_5167_08_IR_CC46.tif;1831000;5167000;1832000;5168000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5167_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5167_08_IR_CC46.tif;63
1831_5168_08_IR_CC46.tif;1831000;5168000;1832000;5169000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5168_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5168_08_IR_CC46.tif;64
1831_5169_08_IR_CC46.tif;1831000;5169000;1832000;5170000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5169_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5169_08_IR_CC46.tif;65
1831_5170_08_IR_CC46.tif;1831000;5170000;1832000;5171000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5170_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5170_08_IR_CC46.tif;66
1831_5171_08_IR_CC46.tif;1831000;5171000;1832000;5172000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5171_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5171_08_IR_CC46.tif;67
1831_5172_08_IR_CC46.tif;1831000;5172000;1832000;5173000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5172_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5172_08_IR_CC46.tif;68
1831_5173_08_IR_CC46.tif;1831000;5173000;1832000;5174000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5173_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5173_08_IR_CC46.tif;69
1831_5174_08_IR_CC46.tif;1831000;5174000;1832000;5175000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5174_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5174_08_IR_CC46.tif;70
1831_5175_08_IR_CC46.tif;1831000;5175000;1832000;5176000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5175_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5175_08_IR_CC46.tif;71
1831_5176_08_IR_CC46.tif;1831000;5176000;1832000;5177000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5176_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5176_08_IR_CC46.tif;72
1831_5177_08_IR_CC46.tif;1831000;5177000;1832000;5178000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5177_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5177_08_IR_CC46.tif;73
1831_5178_08_IR_CC46.tif;1831000;5178000;1832000;5179000;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/GeoTiff_YcBcR/1km_8cm_CC46/1831_5178_08_IR_CC46.tif;https://download.data.grandlyon.com/files/grandlyon/imagerie/ortho2018/infrarouge/tif/1km_8cm_CC46/1831_5178_08_IR_CC46.tif;74
